,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,22272.311896732044,22268.797522779034,3.514373953010363,21946.081110127052,21943.77414513997,2.306964987081301
0.15707963267948966,22272.770331839045,22268.797522779034,3.972809060011059,21946.561028305077,21943.77414513997,2.786883165106701
0.3141592653589793,22274.100909412675,22268.797522779034,5.303386633640912,21947.95398347716,21943.77414513997,4.179838337189722
0.47123889803846897,22276.17376840763,22268.797522779034,7.376245628594916,21950.124090634818,21943.77414513997,6.3499454948469065
0.6283185307179586,22278.786479309005,22268.797522779034,9.988956529970892,21952.859502412542,21943.77414513997,9.085357272571855
0.7853981633974483,22281.68367756146,22268.797522779034,12.886154782427184,21955.89292572097,21943.77414513997,12.118780581000465
0.9424777960769379,22284.58191303375,22268.797522779034,15.784390254717437,21958.927607412876,21943.77414513997,15.153462272905017
1.0995574287564276,22287.1973394123,22268.797522779034,18.39981663326762,21961.666313682093,21943.77414513997,17.892168542122818
1.2566370614359172,22289.27355492233,22268.797522779034,20.476032143295015,21963.8404930565,21943.77414513997,20.066347916530503
1.413716694115407,22290.60684797426,22268.797522779034,21.809325195226847,21965.23674272222,21943.77414513997,21.462597582249145
1.5707963267948966,22291.066320301827,22268.797522779034,22.268797522792738,21965.717919285074,21943.77414513997,21.943774145103816
