,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,21258.517990083048,21375.538325223486,-117.02033514043796,21283.00386677863,21279.285673414117,3.718193364511535
0.15707963267948966,21240.95334593736,21375.538325223486,-134.58497928612633,21283.38415928621,21279.285673414117,4.098485872094898
0.3141592653589793,21174.679076939945,21375.538325223486,-200.8592482835411,21284.482508584824,21279.285673414117,5.196835170707345
0.47123889803846897,20986.833772987746,21375.538325223486,-388.70455223574027,21286.198442767967,21279.285673414117,6.912769353850308
0.6283185307179586,21241.0145259389,21375.538325223486,-134.52379928458686,21288.419987296573,21279.285673414117,9.1343138824559
0.7853981633974483,21340.61378001879,21375.538325223486,-34.92454520469619,21291.022443864567,21279.285673414117,11.736770450450422
0.9424777960769379,21377.007997466313,21375.538325223486,1.4696722428270732,21293.80525298079,21279.285673414117,14.519579566673201
1.0995574287564276,21389.868428352587,21375.538325223486,14.33010312910119,21296.460753515254,21279.285673414117,17.1750801011367
1.2566370614359172,21394.57562800193,21375.538325223486,19.037302778444428,21298.64383906952,21279.285673414117,19.358165655401535
1.413716694115407,21396.4066809017,21375.538325223486,20.868355678212538,21300.070207708624,21279.285673414117,20.784534294507466
1.5707963267948966,21396.91386354872,21375.538325223486,21.37553832523554,21300.564959087533,21279.285673414117,21.27928567341587
