,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,20682.45207037267,20678.550267122133,3.9018032505373412,20271.57539893336,20269.078353489786,2.497045443575189
0.15707963267948966,20682.86218732159,20678.550267122133,4.311920199455926,20272.009754025894,20269.078353489786,2.931400536108413
0.3141592653589793,20684.052517721353,20678.550267122133,5.502250599220133,20273.27045976824,20269.078353489786,4.192106278453139
0.47123889803846897,20685.90687018444,20678.550267122133,7.3566030623078404,20275.23452372755,20269.078353489786,6.156170237765764
0.6283185307179586,20688.24413150658,20678.550267122133,9.693864384447807,20277.710202015012,20269.078353489786,8.631848525226815
0.7853981633974483,20690.83584121384,20678.550267122133,12.285574091707531,20280.455573023668,20269.078353489786,11.377219533882453
0.9424777960769379,20693.42842995208,20678.550267122133,14.878162829947541,20283.202059824056,20269.078353489786,14.123706334270537
1.0995574287564276,20695.76799260734,20678.550267122133,17.217725485206756,20285.680659292968,20269.078353489786,16.60230580318239
1.2566370614359172,20697.62518967512,20678.550267122133,19.07492255298712,20287.6483340322,20269.078353489786,18.56998054241558
1.413716694115407,20698.81782140887,20678.550267122133,20.267554286736413,20288.911960957816,20269.078353489786,19.833607468030095
1.5707963267948966,20699.22881738928,20678.550267122133,20.67855026714824,20289.347431843275,20269.078353489786,20.26907835348902
