,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,14992.881262827734,15362.802250122513,-2.420187415616965,14995.30145024335,15370.451424290351,-7.649174167838282
0.15707963267948966,14992.521339839846,15364.088699874887,-2.780813727822533,14995.302153567669,15370.47510659171,-6.3864067168233305
0.3141592653589793,14991.975936144052,15360.622833446829,-3.3231215146279283,14995.29905765868,15370.46907762008,-9.846244173251762
0.47123889803846897,14992.43130658097,15359.156084748842,-2.868042230829815,14995.299348811799,15370.454287858804,-11.298203109961833
0.6283185307179586,14991.783911567769,15358.42219106111,-3.5206443102597405,14995.304555878029,15370.504423471662,-12.082232410552024
0.7853981633974483,14994.014018037416,15356.223143784386,-1.2850073834979412,14995.299025420914,15370.509872119823,-14.286728335437147
0.9424777960769379,14993.82422890618,14993.824240407088,-1.4744395322904893,14995.29866843847,15370.490423669966,-376.6661832628779
1.0995574287564276,14993.556918069096,15355.338948852965,-1.741625671618749,14995.298543740715,15373.94404290168,-18.605094048714818
1.2566370614359172,14993.344843124401,15355.167716917345,-1.9536360777947266,14995.298479202196,15370.49837083775,-15.330653920404075
1.413716694115407,14993.208606627431,15355.042414383926,-2.0898324242552917,14995.298439051687,15370.477045621352,-15.434631237425492
1.5707963267948966,14993.161632805417,15355.821076557873,-2.1368014336167107,14995.298434239034,15370.476022357865,-14.654945799991765
