,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,22259.4103522431,22268.938018158307,-9.527665915207763,21936.67553456155,21943.48236629351,-6.806831731959392
0.15707963267948966,22257.785333369826,22268.938018158307,-11.152684788481565,21934.097716568416,21943.48236629351,-9.384649725092459
0.3141592653589793,22253.9962360604,22268.938018158307,-14.94178209790698,21931.08556449158,21943.48236629351,-12.396801801929541
0.47123889803846897,22248.981038344824,22268.938018158307,-19.956979813483485,21924.546333988972,21943.48236629351,-18.93603230453664
0.6283185307179586,22243.808736524337,22268.938018158307,-25.129281633970095,21916.15599449052,21943.48236629351,-27.326371802988433
0.7853981633974483,22237.093893354635,22268.938018158307,-31.844124803672457,21907.090201921234,21943.48236629351,-36.39216437227515
0.9424777960769379,22229.09928708001,22268.938018158307,-39.838731078296405,21897.687595335545,21943.48236629351,-45.79477095796392
1.0995574287564276,22222.54573939366,22268.938018158307,-46.392278764647926,21890.915867799777,21943.48236629351,-52.56649849373207
1.2566370614359172,22216.81465563056,22268.938018158307,-52.12336252774912,21882.916704891402,21943.48236629351,-60.56566140210634
1.413716694115407,22213.705532839267,22268.938018158307,-55.23248531904028,21878.9282147793,21943.48236629351,-64.55415151421039
1.5707963267948966,22211.62495879103,22268.938018158307,-57.313059367275855,21877.407694195936,21943.48236629351,-66.07467209757306
