,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,14992.778637114312,15361.862588618522,-2.5254092345639947,14995.304046348876,15370.338160393896,-8.475571775374192
1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
