,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,15367.556523299003,15370.427498939503,-2.8709756405005464,14993.794684785762,14995.298096723363,-1.5034119376014132
0.15707963267948966,15367.250325209832,15370.427498939503,-3.177173729671267,14993.464079301719,14995.298096723363,-1.834017421644603
0.3141592653589793,15366.361793240523,15370.427498939503,-4.0657056989803095,14992.504748710433,14995.298096723363,-2.793348012930437
0.47123889803846897,15364.97813733493,15370.427498939503,-5.449361604572914,14991.01092321575,14995.298096723363,-4.287173507613261
0.6283185307179586,15363.235088763613,15370.427498939503,-7.192410175890473,14989.129229359505,14995.298096723363,-6.168867363858226
0.7853981633974483,15361.303503172194,15370.427498939503,-9.12399576730968,14987.044184042352,14995.298096723363,-8.25391268101157
0.9424777960769379,15359.372546716382,15370.427498939503,-11.05495222312129,14984.9600091611,14995.298096723363,-10.338087562264263
1.0995574287564276,15357.631145243606,15370.427498939503,-12.796353695897778,14983.08059413601,14995.298096723363,-12.21750258735301
1.2566370614359172,15356.249525264087,15370.427498939503,-14.17797367541607,14981.589585432479,14995.298096723363,-13.708511290884417
1.413716694115407,15355.36264039382,15370.427498939503,-15.064858545683819,14980.632533673886,14995.298096723363,-14.665563049476987
1.5707963267948966,15355.057071440577,15370.427498939503,-15.370427498926801,14980.30279862665,14995.298096723363,-14.995298096713668
