,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,15373.287322962286,15370.427498939503,2.8598240227820497,14996.797479182085,14995.298096723363,1.4993824587218114
0.15707963267948966,15373.59316457911,15370.427498939503,3.1656656396062317,14997.127313054125,14995.298096723363,1.8292163307614828
0.3141592653589793,15374.480840816816,15370.427498939503,4.05334187731205,14998.084651552264,14995.298096723363,2.7865548289009894
0.47123889803846897,15375.86369357845,15370.427498939503,5.4361946389472,14999.576106681374,14995.298096723363,4.278009958010443
0.6283185307179586,15377.606648791549,15370.427498939503,7.179149852045157,15001.45608392004,14995.298096723363,6.157987196676913
0.7853981633974483,15379.539328030587,15370.427498939503,9.111829091083564,15003.540881608129,14995.298096723363,8.24278488476557
0.9424777960769379,15381.472636877372,15370.427498939503,11.045137937868276,15005.626549298393,14995.298096723363,10.328452575029587
1.0995574287564276,15383.217240425096,15370.427498939503,12.789741485592458,15007.50880423281,14995.298096723363,12.210707509446365
1.2566370614359172,15384.602130640693,15370.427498939503,14.174631701189355,15009.003074749597,14995.298096723363,13.70497802623322
1.413716694115407,15385.49145521356,15370.427498939503,15.063956274056181,15009.962690944936,14995.298096723363,14.66459422157277
1.5707963267948966,15385.797926438441,15370.427498939503,15.370427498937715,15010.29339482011,14995.298096723363,14.99529809674641
