,p1 travel time [ns],s1 travel time [ns],p-s delta t 1 [ns],p2 travel time [ns],s2 travel time [ns],p-s delta t 2 [ns]
0.0,21373.878862275105,21375.538325223486,-1.6594629483806784,21278.22037054716,21279.285673414117,-1.0653028669585183
0.15707963267948966,21373.395766737376,21375.538325223486,-2.1425584861099196,21277.725009360347,21279.285673414117,-1.5606640537698695
0.3141592653589793,21371.993942056266,21375.538325223486,-3.544383167220076,21276.287611447573,21279.285673414117,-2.998061966543901
0.47123889803846897,21369.811061828394,21375.538325223486,-5.72726339509245,21274.049392913614,21279.285673414117,-5.236280500503199
0.6283185307179586,21367.061361424232,21375.538325223486,-8.476963799254008,21271.230080520756,21279.285673414117,-8.055592893360881
0.7853981633974483,21364.014453066142,21375.538325223486,-11.523872157344158,21268.106160712447,21279.285673414117,-11.179512701670319
0.9424777960769379,21360.968761559627,21375.538325223486,-14.569563663859299,21264.983619501058,21279.285673414117,-14.302053913059353
1.0995574287564276,21358.222246914873,21375.538325223486,-17.316078308613214,21262.16791632261,21279.285673414117,-17.117757091506064
1.2566370614359172,21356.043304503237,21375.538325223486,-19.49502072024916,21259.934159024655,21279.285673414117,-19.351514389461954
1.413716694115407,21354.64466558325,21375.538325223486,-20.893659640234546,21258.50037032898,21279.285673414117,-20.785303085136547
1.5707963267948966,21354.162786898283,21375.538325223486,-21.375538325202797,21258.0063877407,21279.285673414117,-21.27928567341587
